Stand_ID,Lat,Lon
Spot_123,37.48501111111111,126.44398611111112
Spot_124,37.46178888888889,126.44024444444445
Spot_125,37.46141388888889,126.4229138888889
Spot_126,37.47067777777778,126.45730555555556
Spot_127,37.471133333333334,126.45801111111112
Spot_128,37.46666666666667,126.45867777777778
Spot_129,37.47188888888889,126.45945
Spot_130,37.47233333333334,126.46015277777778
Spot_131,37.48562777777778,126.4449388888889
Spot_132,37.46020555555556,126.43785277777778
Spot_133,37.45982777777778,126.43718333333334
Spot_134,37.458225000000006,126.45000555555556
Spot_135,37.457908333333336,126.44961111111111
Spot_136,37.45760277777778,126.44887777777778
Spot_137,37.45676944444445,126.44740277777778
Spot_138,37.45639166666667,126.44673611111112
Spot_139,37.459450000000004,126.43651666666668
Spot_140,37.459072222222225,126.43584722222222
Spot_141,37.471558333333334,126.44002777777779
Spot_142,37.47216388888889,126.43949444444445
Spot_143,37.47271388888889,126.43900555555555
Spot_144,37.47324722222223,126.43853055555556
Spot_145,37.47373888888889,126.43809444444445
Spot_146,37.474672222222225,126.46415833333333
Spot_147,37.47505,126.46482777777778
Spot_148,37.475975000000005,126.4664638888889
Spot_149,37.47635277777778,126.46713333333334
Spot_150,37.45593055555556,126.4461388888889
Spot_151,37.45488055555556,126.44406111111111
Spot_152,37.45450277777778,126.44339166666667
Spot_153,37.454011111111114,126.44263055555555
Spot_154,37.45328611111111,126.44098055555556
Spot_155,37.474125,126.43773333333334
Spot_156,37.474425000000004,126.4374638888889
Spot_157,37.46478611111112,126.42805555555556
Spot_158,37.465386111111115,126.42751944444444
Spot_159,37.46593611111111,126.42703055555556
Spot_160,37.46646944444445,126.42655555555557
Spot_161,37.467352777777776,126.42576666666668
Spot_162,37.46765277777778,126.4255
Spot_163,37.492383333333336,126.43903333333334
